1.5,2,1,0,0,0,0,0,0,0,0,0,
1.46863,1.9999,0.953771,-0.22651,7.47876e-05,-0.225601,-0.120767,-0.127487,-0.129076,-0.3,-0.3,-0.3,
1.35836,2.00068,0.888798,-0.430485,0.004863,-0.195369,-0.205487,-0.0479999,-0.219028,-0.3,0.3,-0.215814,
1.18142,2.00282,0.788773,-0.639099,0.00590663,-0.361929,-0.130607,-0.15,-0.119918,0.3,-0.3,0.3,
0.78096,2.00282,0.680917,-1,-0.0059425,-0.0944442,-0.0103819,-0.03588,0.0287244,0.3,0.3,0.3,
0.342199,2.00039,0.651729,-0.80162,-0.000741344,-0.0409128,0.131799,0.10212,0.162508,0.3,0.3,0.3,
0.0897417,2.00086,0.697679,-0.458543,0.000629463,0.246857,0.260821,-0.0192559,0.0975239,0.3,-0.3,-0.3,
-0.0581832,2.0005,0.751065,-0.33977,-0.0122548,0.0641495,0.162603,0.077705,0.00811209,-0.3,0.3,-0.211321,
-0.115375,1.99051,0.753728,0.0451341,-0.0467611,-0.0518396,0.073854,0.173705,0.0600621,-0.3,0.3,0.3,
0.0664638,1.9716,0.754979,0.584115,-0.0292794,0.0723536,-0.0803663,0.032705,-0.0249414,-0.3,-0.3,-0.3,
0.255234,1.96232,0.764865,0.543947,-0.0308427,-0.0119338,0.00673903,-0.063295,0.049039,0.3,-0.3,0.3,
0.399307,1.94068,0.725151,-0.0267979,-0.0698896,-0.181776,-0.108455,-0.201295,-0.0547338,-0.3,-0.3,-0.3,
0.220341,1.89522,0.658727,-0.66357,-0.139006,-0.110369,-0.251531,-0.074837,-0.00597042,-0.3,0.3,0.3,
-0.102744,1.82659,0.645473,-0.749278,-0.149815,0.0219491,-0.38306,0.054163,0.0133151,-0.3,0.3,-0.216124,
-0.288592,1.79368,0.639056,-0.416358,-0.061447,-0.0578338,-0.311054,0.144163,-0.0891036,0.3,0.3,-0.3,
-0.327554,1.7815,0.606873,0.164222,-0.0157795,-0.0406943,-0.179137,0.00665894,-0.249107,0.3,-0.3,-0.3,
-0.204581,1.77205,0.645843,0.514754,-0.0413229,0.248532,-0.0528133,0.11813,-0.164715,0.3,0.3,0.3,
0.118333,1.74651,0.818702,0.890832,-0.0652969,0.53798,-0.180924,-0.00786989,-0.253873,-0.3,-0.3,-0.3,
0.497319,1.71899,0.9909,0.833465,-0.0778914,0.24817,-0.314616,-0.13387,-0.170222,-0.3,-0.3,0.3,
0.783547,1.67542,1.04692,0.638367,-0.130448,0.0511505,-0.226536,-0.0198699,-0.0385756,0.3,0.3,0.3,
1.02471,1.61358,1.0158,0.367201,-0.144353,-0.189628,-0.085361,-0.144177,-0.137763,0.3,-0.3,-0.3,
1.04135,1.57087,1.02045,-0.369749,-0.0976621,0.216789,0.00134943,-0.249177,-0.04133,0.3,-0.3,0.3,
0.638693,1.52737,1.03594,-1,-0.0761637,-0.146431,-0.122395,-0.111718,-0.166905,-0.3,0.3,-0.3,
0.188693,1.49867,0.962034,-1,-0.052174,-0.191957,-0.0159275,-0.224031,-0.0291345,0.3,-0.3,0.3,
-0.291307,1.47797,0.873653,-1,-0.0224176,-0.162809,0.125217,-0.0925671,-0.0238741,0.3,0.3,-0.3,
-0.787187,1.47601,0.840457,-0.934471,0.00102196,0.0440398,0.0614418,0.0574329,0.100746,-0.3,0.3,0.3,
-1.10473,1.4728,0.902703,-0.297727,-0.0494143,0.198312,0.179671,0.198433,-0.0188011,0.3,0.3,-0.3,
-1.09475,1.40034,0.918938,0.194994,-0.241745,-0.147481,0.305721,0.0584434,-0.188808,0.3,-0.3,-0.3,
-1.03964,1.27791,0.891663,-0.0386152,-0.23688,0.0631058,0.175439,-0.0825566,-0.0718556,-0.3,-0.3,0.3,
-1.08539,1.21393,0.919492,-0.241196,-0.19853,0.116617,0.256308,0.00144343,-0.145609,0.3,0.3,-0.3,
-1.20446,1.11634,0.939886,-0.2804,-0.254378,-0.00817151,0.133391,0.0272888,-0.276125,-0.3,-0.193743,-0.3,
-1.29735,1.0154,0.942499,-0.238489,-0.378345,0.0111154,0.218192,0.124351,-0.386562,0.3,0.3,-0.3,
-1.37716,0.822013,0.976509,-0.196478,-0.541212,0.182155,0.118084,0.0129523,-0.277256,-0.3,-0.3,0.3,
-1.45525,0.596616,1.06407,-0.164278,-0.660925,0.252065,0.222174,0.121663,-0.365722,0.3,0.3,-0.3,
-1.47447,0.42992,1.2297,0.129013,0.872619,0.590244,0.346527,0.235663,-0.328026,0.3,0.3,0.3,
-1.32907,0.62962,1.40212,0.639673,0.0417526,0.245527,0.429665,0.352663,-0.464343,0.3,0.3,-0.3,
-0.924443,0.423308,1.42073,1,0.964653,-0.0998045,0.264449,0.228247,-0.564481,-0.3,-0.3,-0.3,
-0.484443,0.648333,1.42759,1,-0.022397,0.130078,0.100611,0.354247,-0.65539,-0.3,0.3,-0.3,
-0.0444427,0.424546,1.41701,1,-0.985252,-0.165906,0.181519,0.234213,-0.819865,0.3,-0.3,-0.3,
0.332059,0.666378,1.40928,0.775429,0.341506,0.125388,0.315349,0.114213,-0.742431,0.3,-0.3,0.3,
0.572991,0.714489,1.38768,0.541052,-0.163804,-0.235832,0.189216,0.217836,-0.826519,-0.3,0.3,-0.3,
0.792197,0.541802,1.29522,0.621777,-0.686862,-0.230376,0.0913089,0.111216,-0.715797,-0.3,-0.3,0.3,
1.0375,0.189742,1.21946,0.339702,-0.844714,-0.119643,0.2043,-0.020784,-0.841123,0.3,-0.3,-0.3,
1.06089,-0.0726789,1.19334,-0.201518,-0.893933,-0.0602593,0.2994,0.0645319,-0.779848,0.3,0.3,0.3,
0.802569,-0.479187,1.20269,-1,-0.959615,0.100966,0.333779,-0.048413,-0.649186,-0.156211,-0.3,0.3,
0.492569,-0.742162,1.24652,-1,-0.675387,0.160054,0.421169,-0.141413,-0.712857,0.3,-0.3,-0.3,
0.142569,-0.907601,1.26379,-1,-0.318986,-0.0380332,0.321785,-0.0561445,-0.658503,-0.3,0.3,0.3,
-0.207431,-0.992517,1.2089,-1,-0.128153,-0.270287,0.223127,-0.114175,-0.754156,-0.3,-0.3,-0.3,
-0.567431,-0.993715,1.09905,-1,0.0738122,-0.327157,0.122707,-0.012175,-0.870999,-0.3,0.3,-0.3,
-0.86739,-0.977628,1.02808,-0.995829,-0.00874844,-0.137311,0.0299634,0.077825,-0.958413,-0.3,0.3,-0.3,
-1.16944,-1.03224,0.994232,-0.691358,-0.370315,-0.0688076,-0.0841136,0.179825,-1.04667,-0.3,0.3,-0.3,
-1.3036,-1.25373,0.987954,0.00361668,-0.774553,0.0388843,-0.183784,0.0795744,-0.947046,-0.3,-0.3,0.3,
-1.16709,-1.62778,1.01838,0.463687,-0.817908,0.111754,-0.0530488,-0.0554256,-0.812441,0.3,-0.3,0.3,
-1.01786,-1.94298,1.08153,-0.0117417,-0.412513,0.136649,0.0716179,-0.199426,-0.65152,0.3,-0.3,0.3,
-1.29099,-1.95295,1.08293,-1,0.509363,-0.186206,0.242346,-0.343426,-0.723039,0.3,-0.3,-0.3
